id,source_platform,topic,text_to_label,label,topic_hate,confidence,note,original_text
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfNzk4OTEyOTk5Nzg0NzQ2,Facebook,regional discrimination,"làm được chịu được không tha thứ được, làm ô nhục người miền bắc, gây chia rẽ khối đại đoàn kết dân tộc của quốc gia xứng đáng đi cải tạo kịch khung.",0,,,,"Làm được chịu được không tha thứ được, làm ô nhục người miền Bắc, gây chia rẽ khối đại đoàn kết dân tộc của Quốc gia xứng đáng đi cải tạo kịch khung."
bc3dff46428c,YouTube,regional discrimination!,cay hả bắc kỳ,2,,,,Cay hả bắc kì
eb362956dbc4,YouTube,regional discrimination!,"<user> thế mục đích họ spam để gây khó chịu đúng không tôi vẫn né mà bạn, ông nào dùng từ xúc phạm quá tôi mới nói, tôi cũng không dùng từ nam kỳ bạn ơi",0,,,,"@Orpheus_Ostiarius_P  thế mục đích họ spam để gây khó chịu đúng ko t vẫn né mà bạn, ông nào dùng từ xúc phạm quá t mới nói, t cũng ko dùng từ nam kì bạn ơi"
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjY1NTA5MzA3ODE2NDk5MA==,Facebook,regional discrimination, mày chửi dân miền nam giờ lại xin lỗi quá trễ rồi,0,,,,May chui chan  nguoi dan mien Nam gio Lai xin loi qua tre roi
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzc2MTYzNTA3OTk2NTMyOQ==,Facebook,social issue - pbvm ,<person> ok người mỹ,0,,,,Dac Lecong oke người Mỹ
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTUzOTQzODIyNjk3MjQ5Nw==,Facebook,regional discrimination,lầm lỗi biết sai nhân lỗi dể sửa bản thân,0,,,,Lầm lỗi biết sai nhân lỗi  dể sửa bản thân
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfODE1MDg3ODM0MjQ0ODgz,Facebook,social issues- tệ nạn giao thông,sao bọn này không chết mẹ hết đi cho nó sạch đời nhỉ,2,,,,Sao bọn này ko chết mẹ hết đi cho nó sạch đời nhỉ
Y29tbWVudDoxODUwMjM4ODYyNDI3MDUyXzEwNDc1NjIwMTA3MTE0OTI=,Facebook,drama influencer - chửi bới cự chiến binh  30-4 ,"hai thằng này vô học, mất dạy, vô ơn. giặc đến nhà thì chúng nó sẽ theo giặc đầu tiên.",2,,,,"Hai thằng này vô học, mất dạy, vô ơn. Giặc đến nhà thì chúng nó sẽ theo giặc đầu tiên."
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjUzMzI4MDk1ODYzMjM3Njg=,Facebook,regional discrimination,"ủa mày chửi to lắm mà, sao lại xin lỗi?",1,,,,"Ủa mày chửi to lắm mà, sao lại xin lỗi????"
Y29tbWVudDoxODUwMjM4ODYyNDI3MDUyXzU2OTkyNTg2NjEzOTcwNg==,Facebook,drama influencer - chửi bới cự chiến binh  30-4 ,tăng nhiều tiết học đạo đức,0,,,,tăng nhiều tiết học đạo Đức
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzgyOTMzMTkxNjc1Njc5NA==,Facebook,drama influencer,"không quay sao mọi người biết miền trung họ khổ thế nào. nếu không thích họ thì đừng xem, mình chưa chắc làm được như họ",0,,,,"K quay sao mn biết miền trung họ khổ thế nào. Nếu k thích họ thì đừng xem, mình chưa chắc làm được như họ"
baf3345fcbeb,YouTube,social,​ <user> đấy là bên ngoài thôi về phường biết ngay,0,,,,​ @khongnho775 😂😂😂 Đấy là bên ngoài thôi về phường biết ngay
5d16676d555f,YouTube,social,"nên cho bọn này sống thực vật mới không còn ảnh hưởng đến xã hội! hôm nay là tông vào công an, ngày mai có thể là một người dân vô tội!",2,,,,"Nên cho bọn này sống thực vật mới ko còn ảnh hưởng đến xã hội! Hôm nay là tông vào CA, ngày mai có thể là một người dân vô tội!"
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzEyMTEyNTU4MTMzNzEyMDI=,Facebook,gender-lgbtq,<person> thì tao nói có sai đéo đâu mà cãi nhà mày vô phúc lắm mới đẻ ra loại như mày đó,2,,,,Nguyen Truong thì tao nói có sai đéo đâu mà cãi nhà m vô phúc lắm ms đẻ ra loại như m đó
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzEwNjkzMTA1MTE5OTIzNTQ=,Facebook,body_shaming,đéo mẹ vừa lướt vào bài này là hết sạch 5g rồi ?,2,,,,Đéo mẹ vừa lướt vào bài này là hết sạch 5G rồi ???
Y29tbWVudDoxNjY0NjQ4OTIxNjA0MDUxXzEwMjU5MDYzNTYzMjM4NTk=,Facebook,socialissue,<person> chủ yếu vẫn là ý thức con người đấy là theo ý kiến của mình ạ,0,,,,Mai Thị Lan Anh chủ yếu vẫn là ý thức con người đấy là theo ý kiến của mình ạ
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzEwNTIwNDg0MTM2NzQwMTA=,Facebook,social issue - pbvm ,văn hóa ngắn !,0,,,,Văn hóa ngắn !
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzExMTI2ODEzNzQzNjYyMjU=,Facebook,neu,"99% mấy đứa đi xe phân khối lớn này toàn óc chó cả, cứ phải phi ầm ầm mới nghĩ mình ngầu hay sao ấy. con mẹ nó chứ",2,,,,"99% mấy đứa đi kpl này toàn óc chó cả, cứ phải phi ầm ầm mới nghĩ mình ngầu hay sao ấy. Cmn chứ"
70363249319f,YouTube,social,việt nam giờ ra đường đi xe tăng mới an toàn nhé .,0,,,,VN GIỜ RA ĐƯỜNG ĐI XE TĂNG MỚI AN TOÀN NHA .
Y29tbWVudDoxODUwMjM4ODYyNDI3MDUyXzExOTczMDk0NzIwNTgyMTY=,Facebook,drama influencer - chửi bới cự chiến binh  30-4 ,mấy thằng mắt dậy,1,,,,mấy thằng mắt dậy
3445abe110b7,YouTube,gender,bọn cộng đồng mạng đúng rửng mỡ,1,,,,Bọn cđm đúng rửng mỡ 😂😂😂
77c24225c358,YouTube,regional discrimination!,"bố mày cay quá, bắc kỳ chắc ạ",2,,,,"Bố m cay quá, bó kỳ chắc ạ"
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzIyOTA1NTg0NjgwNTg0OTI=,Facebook,drama influencer,có giúp là được rồi.,0,,,,Có giúp là đc rồi...
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMjc1NTMyMDc4NDY3MjI2OA==,Facebook,social issues- tệ nạn giao thông,chết cho hết đi,2,,,,Chết cho hết đi
Y29tbWVudDoxMDA4MDcwODgxMzU0OTIzXzEyNjc0MzA3NDQ1NjUyNjQ=,Facebook,social issues - vnexpress,chạy sh,0,,,,Chạy SH
71834a144f1b,YouTube,social,chuyến này xong phim rồi,0,,,,Chuyến này xong phim rồi
9ff84a06de4a,YouTube,social,"lấy gậy đập cho lũ trâu bò này gẫy chân hết đi, toàn là thú vật chứ không phải người",2,,,,"Lấy gậy đập cho lũ trâu bò này gẫy chân hết đi, toàn là thú vật chứ không phải người 😡"
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTgzNDI2NTI3MzgzMDc3Nw==,Facebook,social issues- tệ nạn giao thông,đây cũng là hàng con ông cháu cha con cái nhà có chức có quyền hết đấy,1,,,,Đây cũng là hàng con ông cháu cha con cái nhà có chức có quyền hết đấy
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMjU4NTM1ODIyMTgyNjYzNw==,Facebook,drama,<person> mở mồm ra cho thiên hạ người ta chửi,1,,,,Quách Ngọc Trinh mở mồm ra cho thiên hạ người ta chửi
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTg4Njk2OTE2ODg4NjE2Mg==,Facebook,regional discrimination,<person> luật dạy giỗ thằng này cho tốt,0,,,,Mong Pháp luật  dạygiô thằng này cho tốt
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzEyOTY5NTgyMTg4Njc2OTg=,Facebook,drama influencer,<person> làm giàu thì mới có tiền đi từ thiện ngu,1,,,,Ngô Thanh Thuỷ lm giau thi moi co tien đi tu thiên ngu
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzExMTAwNDgzMTc5NDU2Mzc=,Facebook,social issue - pbvm ,nhằm nhò gì so với nhà hàng sakê ở <person> đổ không biết bao nhiêu là rác xuống sông sài gòn đoạn gần cầu bình lợi,0,,,,Nhằm nhò gì so với nhà hàng Sakê ở Bình Thạnh đổ không biết bao nhiêu là rác xuống sông Sài Gòn đoạn gần cầu Bình Lợi 😂😂😂😂😂
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzEzNzQ5MDU3OTQxOTAyNjQ=,Facebook,drama influencer,có giúp là mình mừng biết ơn rồi,0,,,,Có giúp là mình mừng biết ơn rồi
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTg5NzcyMzI2MTEyNDQxNQ==,Facebook,drama,sống chung rồi mới biết họ quỳ xuống chắc gì đã thật lòng,0,,,,Sống chung rồi mới biet họ quỳ xuống chắc j đã thật lòng
44b54293b062,YouTube,gender,"tuấn nói đúng này! không nên cổ xúy, nó sẽ biến tướng. kiểu như giựt cô hồn, giờ có vài trường hợp biến tướng thành cướp giật. xã hội lệch lạc thực sự",1,,,,"Tuấn nói đúng nè! Không nên cổ xúy, nó sẽ biến tướng. Kiểu như giựt cô hồn, giờ có vài trường hợp biến tướng thành cướp giật. Xã hội lệch lạc thực sự"
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfODE0OTUzMDI4MDU3MzM3,Facebook,drama,ê anh ơi về đây em nuôi,0,,,,ê anh ơi về đây e nuôi
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTM2Njc3OTQ0MTkwNjE1Mg==,Facebook,drama,"<person> . sao mọi người hiểu sai lệch đạo đức , đạo lý làm người ưuas vậy. chồng không tốt , không yêu có thể bỏ chứ người phụ nữ đàng hoàng , sống vun vén cho gia đình họ không bao giờ ngoại tình. có bỏ chồng họ cũng sống chịu khó làm ăn đàng hoàng .",0,,,,"Hương Sông . Sao mn hiểu sai lệch đạo đức ,đạo lý làm ng ưuas vậy. Ck k tốt ,k yêu có thể bỏ chứ ng phụ nữ đàng hoàng ,sống vun vén cho gia đình họ k bao giờ ngoại tình...có bỏ ck họ cũng sống chịu khó làm ăn đàng hoàng ..."
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzk4NTYwNTA0MzQwOTM3Mw==,Facebook,gender-lgbtq,đúng là bất hạnh cho hai gia đình.,1,,,,Đúng là bất hạnh cho hai gia đình.
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzk1ODk1OTg2NzQ1MDAyMjY=,Facebook,gender-lgbtq,nhục nhã,1,,,,Nhục nhã
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzI4Mzc2ODA0ODk3NTkxODM=,Facebook,neu,"lúc này không thấy bọn chó hùa khối phân lớn vào nói gì nhỉ. gọi nguyên cả hội vào, bố nhận gạch. anh em tim cho mình lên đầu cho tụi nó dễ thấy.",1,,,,"Lúc này không thấy bọn chó hùa khối phân lớn vào nói gì nhỉ. Gọi nguyên cả hội vào, bố nhận gạch. Anh em tim cho mình lên đầu cho tụi nó dễ thấy."
0d3760ebdf69,YouTube,body-shaming,nghe như hiếp dâm lỗ tai,1,,,,Nghe như hiếp dâm lỗ tai
056bb4888ce6,YouTube,body-shaming,lyric thời 2021 à,0,,,,Lyric thời 2021 à
0dfcd3440cce,YouTube,social,<user> tụi nó chỉ là nhóc thôi,0,,,,@hehek4801  tụi nó chỉ là nhóc thôi
814b0c44327c,YouTube,drama,sao kho thé .,0,,,,sao kho thé .
5cede634fadc,YouTube,body-shaming,"bình luận toàn bọn tiêu chuẩn kép, đéo ai đụng vào mình mà cứ vô nói điện thoại nặng, dùng nokia đi",1,,,,"comment toàn bọn tiêu chuẩn kép, dell ai đụng vào mình mà cứ vô nói điện thoại nặng, dùng nokia đi"
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTY4MzU4NDU0NTY1MjI1Ng==,Facebook,social issues- tệ nạn giao thông,ngã thế mà không vic gì,0,,,,ngã thế mà k vic j
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfNjQ5NDQ0MjQxMzU2NzQw,Facebook,social issues- tệ nạn giao thông,những tình trạng đua xe nên tịch thu xe tốt cả 2 một thì không gây tai nạn cho người khác hai là bản thân của nó không chết,2,,,,Những tình trạng đua xe nên tịch thu xe tốt cả 2 một thì không gây tai nạn cho người khác hai là bản thân của nó không chết
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4Xzc3Nzk2Nzk4ODAzNDc2Nw==,Facebook,body_shaming,ô mai gót tộ,0,,,,ô mai gót tộ
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfNzgyNjc5MDA0NzQyMjcx,Facebook,social issues- tệ nạn giao thông,"<person> khổ vãi cả lồn, đuổi thì kêu nguy hiểm cho người đi đường, sao không quay lại biển số rồi phạt nguội d mày giờ động vào bọn này mà dân đéo khóc lóc kêu gào xem, 1 nốt nhạc là cút hết d mày nhà chúng mày tiêu chuẩn kép, công an việt nam khổ vãi lồn làm cái lồn gì cũng bị chúng mày chửi",2,,,,"Lặng Thầm khổ vãi cả loz, đuổi thì kêu nguy hiểm cho ng đi đường, sao ko quay lại biển số rồi phạt nguội =))) d m giờ động vào bọn này mà dân đéo khóc lóc kêu gào xem, 1 nốt nhạc là cút hết d m nhà chúng mày tiêu chuẩn kép, công an Việt Nam khổ vl làm cái loz gì cũng bị chúng mày chửi"
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzEyMjU4NzUwOTkyNzIyMjA=,Facebook,gender-lgbtq,<person> thay phiên,0,,,,Hoàng Vũ thay phiên
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzc5NzY1MTg2NjEyNjg3OQ==,Facebook,social issue - pbvm ,má cái bọn bắc kỳ vô văn hóa thật,2,,,,Má cái bọn bake vô văn hóa thật
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjAzMjAyNzEzNDI5ODAyMg==,Facebook,regional discrimination,nhốt nó càng lâu càng tốt để nó ở ngoài xã hội mới ngụy hiểm,1,,,,Nhốt nó càng lâu càng tốt để nó ở ngoài xh mới ngụy hiểm
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTIyMDczNzcwOTg3MzMzNg==,Facebook,drama,"sống chung mệt mỏi quá , áp lực quá, chịu không nổi thì chia tay",0,,,,"Sông chúng mệt mỏi quá , áp lực quá, chịu không nổi thì chia tay ✋"
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTg2NzQ2ODg2Mzg1NTYwMg==,Facebook,regional discrimination,tử hình nhé chia rẽ tinh thần dân tộc thách thức cả dân miền nam,2,,,,Tử hình nhé chia rẽ tinh thần dân tộc thách thức cả dẫn Miền Nam
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzE0MzE0MzgxNTEzNTc5NDM=,Facebook,gender-lgbtq,bộ phim đấu kiếm bắt đầu khởi chiếu. cho bọn con gái ế hết,1,,,,Bộ phim đấu kiếm bắt đầu khởi chiếu. Cho bọn con gái ế hết
Y29tbWVudDoxMDA4MDcwODgxMzU0OTIzXzIyOTk0NjcxNjM3NTQ3MzU=,Facebook,social issues - vnexpress,"thấy em nó khóc tội thật, hay giảm 1/2 cho em nó đi !",0,,,,"Thấy e nó khóc tội thật, hay giảm 1/2 cho e nó đi !"
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzQwNDcyODA2NTU1MzMwNjY=,Facebook,neu,<person> nghe thấy tiếng rú cái tấp vào lề luôn nhường cái bố đời chán sống hết,1,,,,"Yến Nhi nghe thấy tiếng rú cái tấp vào lề luôn
Nhường cái bố đời chán sống hết"
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzI0MTU4MjU0NTI3MTk5NTAw,Facebook,body_shaming,mv nặng đô nhất năm,2,,,,MV nặng đô nhất năm
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzIxODE4NTI0NzU1OTAwNTM=,Facebook,gender-lgbtq,<person> không dính máu thì dính cứt cũng xong,1,,,,Hoàng Vũ ko dính máu thì dính cứt cũng xong
Y29tbWVudDoxMjMyMTgxODIyMjc2MTQ4XzE5NDAyNzAxNDk4NTI5ODE=,Facebook,dramashowbiz,tôi không phe ai hết tôi phe gió,0,,,,Tui hong phe ai hết ; Tui phe Gió
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTg3MDgwNTM3NzE2NDQ1Ng==,Facebook,drama,Có người nó không dám manh động chứ lôi về được cái xác định với nó .cách cư xử lôi kéo của nó là đủ hiểu.,0,,,,Có người nó ko dám manh động chứ lôi về dc cái xác định với nó .cách cư xử lôi kéo của nó là đủ hiểu.
4dd4b609188b,YouTube,regional discrimination!,"<person> gọi bình thường thôi chúng tôi không xồn xồn đâu mà phải ""nam kỳ""",0,,,,"Nam Kỳ gọi bình thường thôi chúng tôi không xồn xồn đâu mà phải ""namky"" :))"
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzI0NzE4OTMxMDg0Mzk4NDAx,Facebook,body_shaming,đúng xàm lồn,1,,,,Đúng xàm l :)))
16237597480e,YouTube,body-shaming,điện thoại tôi vừa dư rớt rơi xuống vì quá nặng khi nghe mv này,,,,,Đth tôi vừa dư rớt rơi xuống vì quá nặng khi nghe MV này💀💀💀
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTU4ODg4NTQ0NTYwODU1Nw==,Facebook,drama,"khổ có con chém chép mà giõ khổ, bên kia thì khúc cây mà bất cứ ai cũng phải điêu đứng , chỉ vì thích lạ và ss, chồng con vợ bỏ hết thời nay sao họ không còn chung thuỷ như xưa, trách nhiệm với con cái tệ bạc , mả bây giờ con cái vợ chồng sao sao , thấy thời này sợ thật, giám đốc có học hay không đều vướng hết , không biết về sau mình sao nữa không biết có vượt được các chướng ngại của điện thoại vuốt không nữa.",1,,,,"Khổ có con chem chép mà giõ khổ,
Bên kia thì khúc cây 
Mà bất cứ ai cũng phải điêu đứng , chỉ vì thích lạ và ss,
Chồng con vợ bỏ hết thời nay sao họ không còn chung thuỷ như xưa, trách nhiệm với con cái tệ bạc , mả bây giờ  con cái vợ chồng sao sao , thấy thời này sợ thật, giám đốc có học hay không đều vướng hết ,
Không biết về sau mình sao nữa không biết có vượt được các chướng ngại  của 
Điện thoại vuốt không nữa."
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzc1NzIzNzg3Mzc0ODc1MA==,Facebook,social issue - pbvm ,mở quán bán được mà có bịt rác trả tiền không nỗi thật là tội nghiệp,0,,,,Mở quán bán được mà có bịt rác trả tiền kg nỗi thật là tội nghiệp
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzcwODM2Mzc1MTU1MjU5Nw==,Facebook,gender-lgbtq,đừng có làm liều nhé mày <person>,0,,,,Đừng có làm liều nha m Gau Bu Nguyen Van
0c9d6e71cdbc,YouTube,body-shaming,sợ nó không quay mà nó ăn luôn nguyên cái trường quay,2,,,,Sợ nó k quay mà nó ăn luôn nguyên cái trường quay
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTk2NDcxMTAzNDMyMjQxMw==,Facebook,regional discrimination,mày coi xin lỗi ba mẹ mày kìa công nuôi cực khổ xin lỗi cộng đồng mạng giờ đã muộn rồi,1,,,,Mày coi xin lỗi ba mẹ mày kìa công nuôi cực khổ xin lỗi cộng đồng mạng giờ đã muộn rồi
82829999ce56,YouTube,gender,"2 thằng lệnh bê đê, có gì mà xem.",2,,,,"2 thằng lệnh BĐ, có j mà xem."
Y29tbWVudDoxMDA4MDcwODgxMzU0OTIzXzkwNjYxNTUzMTI0OTk3Nw==,Facebook,social issues - vnexpress,còn không có gương hậu kìa,0,,,,Còn k có gương hậu kìa😏
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzI0NjgzNzg5NDUxMzA3NzU1,Facebook,social issue - pbvm ,mất văn hóa,0,,,,Mất văn hóa
15c4c1e8f4b4,YouTube,social,"những cái cần tăng nặng mức phạt đây này,",0,,,,"Những cái cần tăng nặng mức phạt đây này,"
b79b8c318469,YouTube,social,mong chú cảnh sát sớm hồi phục và khỏe mạnh .,0,,,,Mong chú cs sớm hồi phục và khỏe mạnh 💪.
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzI0ODk5ODU2NTAyOTgxMjg4,Facebook,social issue - pbvm ,đéo có ý thức là gì vứt rác bừa bãi,1,,,,Đeo có ý thức là gì vứt rác bừa bãi
4c394be5724b,YouTube,social,​ <user> ê nhé bữa xe tăng cũng bị tông nhé xe vin nó tông nhé không nên giờ đi xe vin đi anh vượn bao,0,,,,​ @tuyentruong8950 ê nhe bữa xe tăng cũng bị tông nhe 😂😂😂 xe vin nó tông nhe kkk nên h đi xe vin đi a vượn bao 😂
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTQyOTA4Njg1NDgyMTQ0OA==,Facebook,social issues- tệ nạn giao thông,"sao chúng mày không lao xuống sông chết mẹ chúng mày hết đi, chứ ra đường thì người khác lại gặp họa",2,,,,"Sao chúng mày không lao xuống sông chết mẹ chúng mày hết đi, chứ ra đường thì người khác lại gặp họa"
c5f06f6dc7ed,YouTube,body-shaming,điện thoại của tôi đã tải được 1 tuần cuối cùng cũng xem được,,,,,điện thoại của tôi đã load đc 1 tuần cuối cùng cs xem đc
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4Xzc1NzcxNDg1MDE3NjkxMA==,Facebook,body_shaming,mày lại lôi trà bông để bú fame?,1,,,,m lại lôi trà bông để bú fame?
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzE1MTAzODU0NTM0NTk1Mjk=,Facebook,body_shaming,<person> thua ông địa mỗi cái quạt,0,,,,Nguyen Hoang  thua ông địa mỗi cái quạt
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzQ5ODQzMDg0NjU5NzI4Mw==,Facebook,gender-lgbtq,sao em gái không mặc váy nhỉ,1,,,,Sao em gái ko mặc váy nhỉ
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfODE2MDgyMzk3NjM3Mzk5,Facebook,social issues- tệ nạn giao thông,hg vậy hòa đi là đi luôn chứ về làmgì,,,,,Hg V Hòa đi là đi luôn chứ về làm.gì
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzE2MDA1NDEzNDc5NzQ4NTU=,Facebook,drama influencer,<person> chuẩn không giúp thì mình im lặng để ai giúp được họ giúp mấy người hay soi mói đa số không làm,0,,,,Thanh Tú chuẩn k giúp thì mình im lặng.để ai giúp được họ giúp.mấy người hay soi mói đa số k làm
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzE0ODAyMzExMzY0NDg3MDE=,Facebook,social issue - pbvm ,thấy chữ phở hà nội không,0,,,,Thấy chữ Phở Hà Nội Ko
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMjQ2MzAyODE0ODk5Mjc4Njc=,Facebook,social issues- tệ nạn giao thông,sao mày đéo chết luôn đi,2,,,,Sao mày đéo chết luôn đi
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfODcwNDE2MDI1NjQ5MjA3,Facebook,drama,<person> không đánh giá cao điều đó,0,,,,Phung Huynh Tui không đánh giá cao điều đó😇
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjAwOTI0OTkwNjU5NDg1MQ==,Facebook,regional discrimination,thay máu mới mong miệng sạch sẽ được,,,,,Thay máu mới mong miệng sạch sẽ được
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTc5Mjc0MjQxNDY2NzM2NQ==,Facebook,social issues- tệ nạn giao thông,"bon chó chết, cho chết hết đi",2,,,,"Bon chó chết, cho chết hết đi"
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzE4MjE4MjkzMTUwMzYzMDA=,Facebook,body_shaming,ts is so buns,,,,,Ts is so buns
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTEyMDAxMTQ5MzY2NzE2Mw==,Facebook,social issues- tệ nạn giao thông,những thằng này khó chết lắm. người đứng chờ đèn đỏ lại bị xe tông chết.,2,,,,Những thằng này khó chết lắm. Người đứng chờ đèn đỏ lại bị xe tông chết.
