id,input_text,raw_comment,raw_title,cleaned_comment,cleaned_title,source_platform,source_url,post_id,video_id,timestamp,username,likes,replies_count,char_length,word_count,has_emoji,topic,label,note,labeler,confidence,is_hate_keyword,sampling_strategy
e817544b2403,"vì sao “nỗi buồn chiến tranh” gây tranh cãi dữ dội? đổi mới hay xuyên tạc? </s> rất tiếc cho tư duy bị dắt mũi. hình tượng văn học là đại diện (nó là cá thể tiêu biểu cho một số, một nhóm ) , xây dựng hình tượng văn học là mục tiêu và tư tưởng của nhà văn muốn truyền tải. hình tượng người lính <person> bị bóp méo, xuyên tạc như vậy là một sự nhục mạ. ảnh hưởng trực tiếp đến nhân thức người đọc. một con sâu làm rầu nồi canh nó khác với một lối suy diễn rằng cả một đội quân ô hợp đồi trụy như vậy là xuyên tạc. có những hình tượng 'cá thể 'ta luôn gặp trong mọi tiểu thuyết, truyện ngắn, vv. nó là đại diện cho số đông tốt xấu khác nhau nhưng nó phải là sự thật lịch sử, sự thật xã hội. con sâu trong nồi canh nó khác con sáu trong cái ổ sâu nghe bạn. ở đây con sâu của câu chuyện rác rưởi này là của ổ sâu mới đáng lên án. với tôi con sâu trong nồi canh càn phải trừng trị chính là thằng tác giả và đồng bọn.","Rất tiếc cho tư duy bị dắt mũi. Hình tượng văn học là đại diện (nó là cá thể tiêu biểu cho một số, một nhóm ) ,xây dựng hình tượng văn học là mục tiêu và tư tưởng của nhà văn muốn truyền tải. Hình tượng người lính Cụ Hồ bị bóp méo, xuyên tạc như vậy là   một sự nhục mạ. Ảnh hưởng trực tiếp đến nhân thức người đọc. Một con sâu làm rầu nồi canh nó khác với một lối suy diễn rằng cả một đội quân ô hợp đồi trụy như vậy là xuyên tạc.  Có những hình tượng 'cá thể 'ta luôn gặp trong mọi tiểu thuyết, truyện ngắn, vv...nó là đại diện cho số đông tốt xấu khác nhau nhưng nó phải là sự thật lịch sử, sự thật xã hội. Con sâu trong nồi canh nó khác con sáu trong cái ổ sâu nghe bạn. Ở đây con sâu của câu chuyện rác rưởi này là của ổ sâu mới đáng lên án. Với tôi con sâu trong nồi canh càn phải trừng trị  chính là thằng tác giả và đồng bọn...",VÌ SAO “NỖI BUỒN C.HIẾN T.RANH” GÂY TRANH CÃI DỮ DỘI? ĐỔI MỚI HAY XUYÊN TẠC?,,,Youtube,,,,,,0,0,0,0,False,,1,,,,True,hate_keyword
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzExMjMxNDkyMDMzMTM3ODI=,thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> mấy đứa này nó hay có 1 câu cửa miệng là mày biết bố mày là ai không nếu tôi đoán không lầm và có 1 thằng là cháu của hồ nữa,mấy đứa này nó hay có 1 câu cửa miệng là MÀY BIẾT BỐ MÀY LÀ AI KO nếu tui đoán ko lầm và có 1 thằng là Cháu của HỒ nữa,Thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở Dĩ An.,mấy đứa này nó hay có 1 câu cửa miệng là mày biết bố mày là ai không nếu tôi đoán không lầm và có 1 thằng là cháu của hồ nữa,thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an.,Facebook,,Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzExMjMxNDkyMDMzMTM3ODI=,,2025-10-16 00:14:01+00:00,user_31de226b18,0,0,124,32,False,social issue - pbvm ,0,,,,True,hate_keyword
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTExNDk5Mzk1MDg0OTkxMw==,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> được đi uống trà về khác hẳn",Được đi uống trà về khác hẳn,"Phân biệt vùng miền, miệt thị người dân vùng lũ..Tàng Keng Ông Trùm lên tiếng xin lỗi nhưng ..QUÁ MUỘN!",được đi uống trà về khác hẳn,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn!",Facebook,,Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTExNDk5Mzk1MDg0OTkxMw==,,2025-10-26 13:47:07+00:00,user_68e7f5f181,0,0,28,7,False,regional discrimination,0,,,,True,hate_keyword
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTE3MjA2MjIwMTQ3ODg5NQ==,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> ra tù rồi khỏi ra nam luôn nhé",Ra tù rồi khỏi ra nam luôn nhé,"Phân biệt vùng miền, miệt thị người dân vùng lũ..Tàng Keng Ông Trùm lên tiếng xin lỗi nhưng ..QUÁ MUỘN!",ra tù rồi khỏi ra nam luôn nhé,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn!",Facebook,,Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTE3MjA2MjIwMTQ3ODg5NQ==,,2025-10-26 01:21:37+00:00,user_78d698f352,0,0,30,8,False,regional discrimination,0,,,,True,hate_keyword
92a10b6d5fa5,"<person> không còn vui nữa </s> mạng xã hội bây giờ toàn rác, dắt giới trẻ như dắt bò, giới trẻ bây giờ dùng mạng xã hội thì được cái giỏi adua , đua đòi . cứ nhìn qua mấy vụ phạm thoại , viruss vừa rồi là thấy, rảnh đến mức vào xem thằng xàm lìn nó cãi nhau với mấy con đàn bà.","mxh bây giờ toàn rác, dắt giới trẻ như dắt bò, giới trẻ bây giờ dùng mxh thì đc cái giỏi adua , đua đòi ... cứ nhìn qua mấy vụ phạm thoại , viruss vừa rồi là thấy, rảnh đến mức vào xem thằng xàm lìn nó cãi nhau với mấy con đàn bà.",Mạng Xã Hội không còn vui nữa,,,Youtube,,,,,,0,0,0,0,False,,1,,,,True,hate_keyword
9c651806d3cb,"thanh niên nổi nhất mạng xã hội hôm nay đã bị công an ""xích"" lại rồi </s> đẹp trai con mẹ gì nhìn không khác gì đười ươi",Đẹp trai con mẹ gì nhìn không khác gì đười ươi,"Thanh niên nổi nhất MXH hôm nay đã bị công an ""xích"" lại rồi 😂 #tintuc #tinnong #giangho #phapluat",,,Youtube,,,,,,0,0,0,0,False,,1.0,,,,True,hate_keyword
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfODQ4NzE2MjAxMTQ4NDE1,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> nhìn mặt cũng đâu đến nỗi mà sao ăn nói kỳ quá vậy con ba mẹ cho ăn học mà con bị ngộ chữ à",Nhìn mặt cũng đâu đến nỗi mà sao ăn nói kỳ quá vậy con ba mẹ cho ăn học mà con bị ngộ chữ à,"Phân biệt vùng miền, miệt thị người dân vùng lũ..Tàng Keng Ông Trùm lên tiếng xin lỗi nhưng ..QUÁ MUỘN!",nhìn mặt cũng đâu đến nỗi mà sao ăn nói kỳ quá vậy con ba mẹ cho ăn học mà con bị ngộ chữ à,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn!",Facebook,,Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfODQ4NzE2MjAxMTQ4NDE1,,2025-10-26 10:23:22+00:00,user_5f6971a47c,0,0,91,25,False,regional discrimination,1.0,,,,True,hate_keyword
2d39c162afbf,"<person> <person>, <person> <person> </s> 120 đùa chị hài vãi cả lồn. tóc nâu đẹp quá trời",12:30 😭😭 đùa chị hài vcl. Tóc nâu đẹp quá trời,"Nhân Phẩm Mình Bị Bôi Nhọ, Tất Nhiên Mình Không Để Yên",,,Youtube,,,,,,0,0,0,0,False,,0,,,,True,hate_keyword
69d717e01dfb,chồng đi ngoại tình vì. cảm thấy bản thân quá thất bại </s> tôi thề mấy vụ đánh ghen ngoại tình là xam lồn nhất,t thề mấy vụ đánh ghen ngoại tình là xam lon nhất🤡🤡💩,Chồng đi ngoại tình vì... cảm thấy bản thân quá thất bại,,,Youtube,,,,,,0,0,0,0,False,,1,,,,True,hate_keyword
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTgwNjM5NDQ5MzMxNzkwMA==,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> chó không phải người chửi rồi xin lổi hả",Chó không phải người chửi rồi xin lổi hả,"Phân biệt vùng miền, miệt thị người dân vùng lũ..Tàng Keng Ông Trùm lên tiếng xin lỗi nhưng ..QUÁ MUỘN!",chó không phải người chửi rồi xin lổi hả,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn!",Facebook,,Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTgwNjM5NDQ5MzMxNzkwMA==,,2025-10-26 10:05:51+00:00,user_56b858337b,0,0,40,9,False,regional discrimination,1,,,,True,hate_keyword
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzEwNjI5ODY5NzI3MTIzMTU=,"thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> thằng ôn dịch, chắc nó chui ra từ hang đá rồi xuống đồng bằng sống, chứ xuống lâu lâu thì học thuộc cách sống của con người rồi…","thằng ôn dịch,chắc nó chui ra từ hang đá rồi xuống đồng bằng sống,chứ xuống lâu lâu thì học thuộc cách sống của con người rồi…",Thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở Dĩ An.,"thằng ôn dịch, chắc nó chui ra từ hang đá rồi xuống đồng bằng sống, chứ xuống lâu lâu thì học thuộc cách sống của con người rồi…",thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an.,Facebook,,Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzEwNjI5ODY5NzI3MTIzMTU=,,2025-09-06 18:25:44+00:00,user_6d3c84b172,3,0,128,28,False,social issue - pbvm ,1,,,,True,hate_keyword
fb2b1fd6a535,"dấu chấm hết cho tiktoker ""đớp"" 40 triệu tiền từ thiện </s> thời buổi này nhiều thằng, con hay nhãi ranh nhân đánh lòng yêu nước với lá cờ kè kè cạnh bên để lừa đảo. xã hội gì đâu mà mục nát kinh khủng. hãy thận trọng.","Thời buổi nầy nhiều thằng,  con hay nhãi ranh nhân danh lòng yêu nước với lá cờ kè kè cạnh bên để lừa đảo. Xã hội gì đâu mà mục nát kinh khủng. Hãy thận trọng.","Dấu chấm hết cho Tiktoker ""đớp"" 40 triệu tiền từ thiện 😌 #tuthien #thiennguyen #luadao #tiktoker","thời buổi này nhiều thằng, con hay nhãi ranh nhân đánh lòng yêu nước với lá cờ kè kè cạnh bên để lừa đảo. xã hội gì đâu mà mục nát kinh khủng. hãy thận trọng.","dấu chấm hết cho tiktoker ""đớp"" 40 triệu tiền từ thiện",YouTube,,,PrKMb_odFLA,,user_anonymous,0,0,158,36,False,dramashowbiz,0,,,,True,hate_keyword
c58d9dc9ba3f,"<person> gì ? </s> lại đồ thừa là ngoại xâm thù địch chửi bắc kỳ, chính bọn tôi người miền nam mới là người sáng tác ra cái từ bắc kỳ mà đây thêm cho bây chữ parkycho cho đẹp mặt luôn này lũ 3 củ tộc cối","Lại đồ thừa là ngoại xâm thù địch chửi parky,chính bọn tôi người miền nam mới là người sáng tác ra cái từ parky mà đây thêm cho bây chữ parkycho cho đẹp mặt luôn nè lũ 3 củ tộc cối",Parky Có Nghĩa Là Gì ?,"lại đồ thừa là ngoại xâm thù địch chửi bắc kỳ, chính bọn tôi người miền nam mới là người sáng tác ra cái từ bắc kỳ mà đây thêm cho bây chữ parkycho cho đẹp mặt luôn này lũ 3 củ tộc cối",<person> gì ?,YouTube,,,Be4vLMW8ers,,user_anonymous,0,0,184,44,False,regional discrimination!,2,,,,True,hate_keyword
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjQwMjY5NjcyMDEzMzY2Ng==,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> ói cho thằng chó này",Ói cho thằng chó này,"Phân biệt vùng miền, miệt thị người dân vùng lũ..Tàng Keng Ông Trùm lên tiếng xin lỗi nhưng ..QUÁ MUỘN!",ói cho thằng chó này,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn!",Facebook,,Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjQwMjY5NjcyMDEzMzY2Ng==,,2025-10-26 13:14:00+00:00,user_67530a6280,0,0,20,5,False,regional discrimination,1,,,,True,hate_keyword
ba5ca609232a,"dấu chấm hết cho tiktoker ""đớp"" 40 triệu tiền từ thiện </s> thằng đớp có 40triệu thì bị bắt. <person> của ai đó đớp tiền tỉ thì im re. mỗi lần tao ăn ngô luộc tao lại nhớ đến tiền của <person> làm dân khá giả hẳn lên.",Thằng đớp có 40triệu thì bị bắt. Còn Mẹ của ai đó đớp tiền tỉ thì im re. Mỗi lần tao ăn Ngô luộc tao lại nhớ đến tiền của Mạnh Thường Quân làm dân khá giả hẳn lên.,"Dấu chấm hết cho Tiktoker ""đớp"" 40 triệu tiền từ thiện 😌 #tuthien #thiennguyen #luadao #tiktoker",thằng đớp có 40triệu thì bị bắt. <person> của ai đó đớp tiền tỉ thì im re. mỗi lần tao ăn ngô luộc tao lại nhớ đến tiền của <person> làm dân khá giả hẳn lên.,"dấu chấm hết cho tiktoker ""đớp"" 40 triệu tiền từ thiện",YouTube,,,PrKMb_odFLA,,user_anonymous,0,0,157,36,False,dramashowbiz,0,,,,True,hate_keyword
Y29tbWVudDoxMjIxNDUzMjM4NDA3NzE1OTBfNzU3OTY1ODUwMzU4Nzg0,boy phố mới nhú hay sao mà mặt ông cháu nào cũng non choẹt vậy? </s> <person> adu thằng em,Thế Hiệp adu thằng em😁,Boy phố mới nhú hay sao mà mặt ông cháu nào cũng non choẹt vậy? #tinnonghoi #xuhuong #reels #vietnam #oto #xe #xehoi #vinfast #giaothong #viral #tintuc,<person> adu thằng em,boy phố mới nhú hay sao mà mặt ông cháu nào cũng non choẹt vậy?,Facebook,,Y29tbWVudDoxMjIxNDUzMjM4NDA3NzE1OTBfNzU3OTY1ODUwMzU4Nzg0,,2025-09-21 15:44:26+00:00,user_d77c83a64b,0,0,21,4,True,social issues- tệ nạn giao thông,0,,,,True,hate_keyword
Y29tbWVudDoxNjY0NjQ4OTIxNjA0MDUxXzY5MjY2NzQ1OTgzMTgwMg==,"xem xét kỷ luật sinh viên có hành vì vô lễ, thiếu tôn trọng đối với cựu chiến binh tại lễ kỷ niệm 30/4 <person> học <person> đang xác minh đỉ xử lý sinh viên vô lễ với hai người </s> địt mẹ con trai mà nhìn cái mỏ quá trời nết moá",Đm con trai mà nhìn cái mỏ quá trời nết moá,"Xem xét kỷ luật sinh viên có hành vi vô lễ, thiếu tôn trọng đối với cựu chiến binh tại Lễ kỷ niệm 30/4

Trường Đại học Văn Lang đang xác minh để xử lý sinh viên vô lễ với hai người mặc quân phục,...",địt mẹ con trai mà nhìn cái mỏ quá trời nết moá,"xem xét kỷ luật sinh viên có hành vì vô lễ, thiếu tôn trọng đối với cựu chiến binh tại lễ kỷ niệm 30/4 <person> học <person> đang xác minh đỉ xử lý sinh viên vô lễ với hai người mặchị quân phụchị,.",Facebook,,Y29tbWVudDoxNjY0NjQ4OTIxNjA0MDUxXzY5MjY2NzQ1OTgzMTgwMg==,,2025-05-02 15:42:25+00:00,user_7187a7e8a5,0,0,47,12,False,socialissue,1,,,,True,hate_keyword
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMzc3NTMyMzQ2NjA5Njc1NQ==,"cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> buồn cười nhất các ông các bà tiêu chuẩn kép. đàn ông ngoại tình thì kêu chắc con vợ không ra gì nên thằng chồng mới ngoại tình. đàn bà ngoại tình bỏ chồng bỏ con thì kêu là chắc thằng chồng bạo hành, bất tài vô dụng, cờ bạc rượu chè nên con vợ mới tìm thằng khác. nếu đã tử tế thì li hôn đường ai nấy đi xong muốn yêu ai lấy ai thì cũng chưa muộn mà. người ta sai rồi đi ngoại tình là còn sai hơn nữa ấy chứ ở đó mà tìm lý do biện hộ.","Buồn cười nhất các ông các bà tiêu chuẩn kép. Đàn ông ngoại tình thì kêu chắc con vk ko ra gì nên thằng ck mới ngoại tình. Đàn bà ngoại tình bỏ ck bỏ con thì kêu là chắc thằng ck bạo hành, bất tài vô dụng, cờ bạc rượu chè nên con vk mới tìm thằng khác. Nếu đã tử tế thì li hôn đường ai nấy đi xong muốn yêu ai lấy ai thì cũng chưa muộn mà. Ngta sai rồi đi ngoại tình là còn sai hơn nữa ấy chứ ở đó mà tìm lý do biện hộ.",Cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. Mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về #reels #viral #xuhuong #MultiTV,"buồn cười nhất các ông các bà tiêu chuẩn kép. đàn ông ngoại tình thì kêu chắc con vợ không ra gì nên thằng chồng mới ngoại tình. đàn bà ngoại tình bỏ chồng bỏ con thì kêu là chắc thằng chồng bạo hành, bất tài vô dụng, cờ bạc rượu chè nên con vợ mới tìm thằng khác. nếu đã tử tế thì li hôn đường ai nấy đi xong muốn yêu ai lấy ai thì cũng chưa muộn mà. người ta sai rồi đi ngoại tình là còn sai hơn nữa ấy chứ ở đó mà tìm lý do biện hộ.",cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về,Facebook,,Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMzc3NTMyMzQ2NjA5Njc1NQ==,,2025-10-31 19:24:31+00:00,user_dd656bff41,3,0,435,103,False,drama,0,,,,True,hate_keyword
b03045125800,"vì sao “nỗi buồn chiến tranh” gây tranh cãi dữ dội? đổi mới hay xuyên tạc? </s> một tác phẩm hội tụ đầy đủ yếu tố xuyên tạc, đồi trụy, ủy mị, đánh đồng quân giải phóng với lính ngụy. tóm lại là rác rưởi, quả này nhà dột từ nóc rồi","Một tác phẩm hội tụ đầy đủ yếu tố xuyên tạc, đồi trụy, ủy mị, đánh đồng quân giải phóng với lính ngụy. Tóm lại là rác rưởi, quả này nhà dột từ nóc rồi",VÌ SAO “NỖI BUỒN C.HIẾN T.RANH” GÂY TRANH CÃI DỮ DỘI? ĐỔI MỚI HAY XUYÊN TẠC?,,,Youtube,,,,,,0,0,0,0,False,,1,,,,True,hate_keyword
4f1cdce3aa08,devgame giỏi nhất việt nam đã quay trở lại. </s> không bàn về việc ông ấy đòi làm game với map vô hạn thì ông này thực sự giỏi vãi lồn,ko bàn về việc ổng đòi làm game với map vô hạn thì ông này thực sự giỏi vl,Devgame giỏi nhất Việt Nam đã quay trở lại...,,,Youtube,,,,,,0,0,0,0,False,,0,,,,True,hate_keyword
