id,text_to_label,label_thien,label_kiet,label_huy,label_majority
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzc5NzY1MTg2NjEyNjg3OQ==,má cái bọn bắc kỳ vô văn hóa thật,2,2,2,2
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjAzMjAyNzEzNDI5ODAyMg==,nhốt nó càng lâu càng tốt để nó ở ngoài xã hội mới ngụy hiểm,1,0,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTIyMDczNzcwOTg3MzMzNg==,"sống chung mệt mỏi quá , áp lực quá, chịu không nổi thì chia tay",0,0,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTg2NzQ2ODg2Mzg1NTYwMg==,tử hình nhé chia rẽ tinh thần dân tộc thách thức cả dân miền nam,2,2,0,2
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzE0MzE0MzgxNTEzNTc5NDM=,bộ phim đấu kiếm bắt đầu khởi chiếu. cho bọn con gái ế hết,1,0,0,0
Y29tbWVudDoxMDA4MDcwODgxMzU0OTIzXzIyOTk0NjcxNjM3NTQ3MzU=,"thấy em nó khóc tội thật, hay giảm 1/2 cho em nó đi !",0,0,0,0
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzQwNDcyODA2NTU1MzMwNjY=,<person> nghe thấy tiếng rú cái tấp vào lề luôn nhường cái bố đời chán sống hết,1,0,0,1
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzI0MTU4MjU0NTI3MTk5NTAw,mv nặng đô nhất năm,2,0,2,2
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzIxODE4NTI0NzU1OTAwNTM=,<person> không dính máu thì dính cứt cũng xong,1,1,2,1
Y29tbWVudDoxMjMyMTgxODIyMjc2MTQ4XzE5NDAyNzAxNDk4NTI5ODE=,tôi không phe ai hết tôi phe gió,0,0,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTg3MDgwNTM3NzE2NDQ1Ng==,Có người nó không dám manh động chứ lôi về được cái xác định với nó .cách cư xử lôi kéo của nó là đủ hiểu.,0,0,2,0
4dd4b609188b,"<person> gọi bình thường thôi chúng tôi không xồn xồn đâu mà phải ""nam kỳ""",0,2,0,0
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzI0NzE4OTMxMDg0Mzk4NDAx,đúng xàm lồn,1,1,1,1
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTU4ODg4NTQ0NTYwODU1Nw==,"khổ có con chém chép mà giõ khổ, bên kia thì khúc cây mà bất cứ ai cũng phải điêu đứng , chỉ vì thích lạ và ss, chồng con vợ bỏ hết thời nay sao họ không còn chung thuỷ như xưa, trách nhiệm với con cái tệ bạc , mả bây giờ con cái vợ chồng sao sao , thấy thời này sợ thật, giám đốc có học hay không đều vướng hết , không biết về sau mình sao nữa không biết có vượt được các chướng ngại của điện thoại vuốt không nữa.",1,0,2,0
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzc1NzIzNzg3Mzc0ODc1MA==,mở quán bán được mà có bịt rác trả tiền không nỗi thật là tội nghiệp,0,0,1,0
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzcwODM2Mzc1MTU1MjU5Nw==,đừng có làm liều nhé mày <person>,0,0,0,0
0c9d6e71cdbc,sợ nó không quay mà nó ăn luôn nguyên cái trường quay,2,0,2,2
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTk2NDcxMTAzNDMyMjQxMw==,mày coi xin lỗi ba mẹ mày kìa công nuôi cực khổ xin lỗi cộng đồng mạng giờ đã muộn rồi,1,2,2,2
82829999ce56,"2 thằng lệnh bê đê, có gì mà xem.",2,2,0,2
Y29tbWVudDoxMDA4MDcwODgxMzU0OTIzXzkwNjYxNTUzMTI0OTk3Nw==,còn không có gương hậu kìa,0,0,0,0
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzI0NjgzNzg5NDUxMzA3NzU1,mất văn hóa,0,0,1,0
15c4c1e8f4b4,"những cái cần tăng nặng mức phạt đây này,",0,0,0,0
b79b8c318469,mong chú cảnh sát sớm hồi phục và khỏe mạnh .,0,0,0,0
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzI0ODk5ODU2NTAyOTgxMjg4,đéo có ý thức là gì vứt rác bừa bãi,1,0,1,1
4c394be5724b,​ <user> ê nhé bữa xe tăng cũng bị tông nhé xe vin nó tông nhé không nên giờ đi xe vin đi anh vượn bao,0,0,0,0
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTQyOTA4Njg1NDgyMTQ0OA==,"sao chúng mày không lao xuống sông chết mẹ chúng mày hết đi, chứ ra đường thì người khác lại gặp họa",2,2,1,2
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4Xzc1NzcxNDg1MDE3NjkxMA==,mày lại lôi trà bông để bú fame?,1,2,2,2
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzE1MTAzODU0NTM0NTk1Mjk=,<person> thua ông địa mỗi cái quạt,0,0,0,0
Y29tbWVudDoxMDA1MTk0NjI4NDM4MjcwXzQ5ODQzMDg0NjU5NzI4Mw==,sao em gái không mặc váy nhỉ,1,0,0,0
Y29tbWVudDoxMjg5MDExNDY5OTIyNjcyXzE2MDA1NDEzNDc5NzQ4NTU=,<person> chuẩn không giúp thì mình im lặng để ai giúp được họ giúp mấy người hay soi mói đa số không làm,0,0,0,0
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzE0ODAyMzExMzY0NDg3MDE=,thấy chữ phở hà nội không,0,0,0,0
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMjQ2MzAyODE0ODk5Mjc4Njc=,sao mày đéo chết luôn đi,2,2,1,2
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfODcwNDE2MDI1NjQ5MjA3,<person> không đánh giá cao điều đó,0,0,0,0
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTc5Mjc0MjQxNDY2NzM2NQ==,"bon chó chết, cho chết hết đi",2,2,0,2
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTEyMDAxMTQ5MzY2NzE2Mw==,những thằng này khó chết lắm. người đứng chờ đèn đỏ lại bị xe tông chết.,2,2,1,2
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzc4MTE2OTAxNzk4NzA0MA==,vậy mà còn quay lại đăng lên nữa chứ thưa,0,0,1,0
a4549813219f,con giap thu 13 duoc them vao chinh la con voi,0,2,2,2
Y29tbWVudDo3OTA0OTYzNzY5MjI1NzJfMTE1MzE2NjcwMzM3NjA1OA==,<person> chắc tính thả sad nhưng lộn,0,0,0,0
Y29tbWVudDoxMDYzNDQzMzY5MjgwMDYyXzcyODU1MTYzMDA4NDIxNw==,rất cảm động đến khóc luôn vì 2 gia đình rất tuyệt vời,0,0,0,0
3a54321b6fc6,địt mẹ hưng yên giờ lắm chó thế,2,1,2,2
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzcyMzg1NzAzMDY0Mzc5Mg==,địt mẹ hưng yên giờ lắm chó thế,0,2,2,2
Y29tbWVudDoxMjMyMTgxODIyMjc2MTQ4XzgxNjU5Njg0MTAyNzA0NA==,đừng dắt mũi dư luận nữa,0,0,0,0
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTg0MjQ5NTI0MzAxNjA2MQ==,chạy chậm bỏ mẹ tao mà chạy thì phải 500km/h mới đủ phê,1,2,1,1
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzI1OTAxMTQyMDgwMDU1MzA=,một con người vô liêm sỉ rồi thiên tai lũ lụt ngập vào mồm mày đề nghi gửi lên co quan pháp luật xử lý nghiêm thằng này cho nó đi cải tạo đạo đức,2,1,1,1
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzE3OTI2OTQ3NjQ5NTA3NDU=,tuổi này khó dạy lắm con cháu sau này nó sẽ nôi theo,0,0,1,0
7156483f60a4,quy vào tội khủng bố . biết mấy ông thông chốt vào đấy đánh bom thì sao,2,2,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMTgyODI4MDc0MTExNjY2OA==,ngoại tình là sai,0,0,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTIzNTAwMjA3NTMxODUyNg==,cái cách sống như mày không cần phải xin lời chỉ mong có quan pháp luật cho mày ra khỏi đời sống trong xã hội này để cho người khác thấy mà biết sợ,2,0,0,1
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjQzMjQ4ODk1NzE0Nzc2Nw==,ai chấp nhận lời xin lỗi đó đâu tự vì bản chất là bản chất nếu không có công an đến thì cũng không có biết lỗi của mình đâu con người thoát ra lời nói là tự cái tâm mà tâm mình không có thì lời nói đó không bao giờ là thật lòng đâu lúc hoạn nạn thì nói như vậy mong em trai đổi lại cái tâm của mình một tâm thiện thì không thể nào thúc ra lời nói như vậy được không cần em lên xin lỗi nhưng chỉ cần em đổi lại cái tâm của mình tâm thiện thì em sẽ hưởng được phước chứ còn xin lỗi ngàn lần đi nữa cái bản chất của mình không thay đổi thì cũng bằng là con số 0,0,0,0,0
c6fa1133b967,"<user> ủa bạn nếu vậy là phân biệt vùng miền con mẹ nó rồi. thôi mệt quá hôm nhắn hơn trăm dòng giải thích cho bạn mà hệ thống con cặc của youtube xáo mẹ rồi nên nói tóm tắt luôn ý mình là sách giáo khoa xưa lúc đó là thời kì lịch sử nên việc xưng bắc kỳ, nam kỳ, trung kỳ là chuyện bình thường. nhưng đến thế hệ trẩu này đã lạm dụng , nên việc sử dụng từ đó không còn văn minh lịch sự nữa ! bạn có thể sử dụng bắc kỳ  nhưng trong trường hợp như đang học hoặc trò chuyện và giới thiệu với nhau . nhưng nếu là drama gì đó mà bạn dùng từ đó là hơi vui à . vậy thôi bye",1,2,1,1
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzYyMDA3NjIxNzYzMzY1NQ==,cái bản tính muôn đời không đổi của dân ngoài vĩ tuyến 17.,2,2,2,2
Y29tbWVudDoxMDg0NzE0NDc3MDIwNDQ0XzEyMDY4OTYyOTA4MTk0MDA=,giơ tay 2 ngón là 2 tỷ à,0,0,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfMjU0ODA4OTI1MjI0NTEwNQ==,chị vợ ngoại tình cái lồn là sai nhưng phải có gì đó đánh đập chị vợ mới quá sợ không giám về,2,1,0,1
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMTM0ODkzODM5MzUwMDUwNw==,<person> nhìn mặt lớn tuổi thở ra câu ngu vãi cả lồn,1,1,1,1
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzUyOTg1NjI0MzU1MjkwMg==,gì nữa vậy trời,0,0,0,0
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzEwNzA0NTI3NzUwNzgyMTM=,"nghe tiếng nói là không ưa , loại này người người cần tẩy chay",0,0,0,0
7e66b356b577,không bằng quốc kang,0,0,0,0
Y29tbWVudDoxMDA4MDcwODgxMzU0OTIzXzQ3ODIzMDgyMTYwODk2MQ==,chạy sh xe không kính nữa chắc girl phố rồi,0,0,1,0
Y29tbWVudDoxMDI0OTY0ODAzMTI3OTE5XzE0OTQ4MzEzOTQ4MTM0OTE=,hạnh phúc 2 em nhẽ,0,0,0,0
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfNjAxOTI0NTUyOTE0MTcy,gửi clip này cho công an  giao thông điều tra để xử phạt vì phạm pháp luật !,0,0,0,0
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzExMDM2NTY4NDEzOTgyMTE=,loại óc gì thế,1,1,1,1
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfNDIyMDk3MDc2MTU2MzMxNg==,"thế mà không có thằng nào ngoại tuyến luôn à thích nhất xem bọn này xoè mà có vài đứa tiết canh bắn tung toé người giật giật , có mấy bà hảo tâm đắp cho cái chiếu để chờ gia đình các cháu đến nhận",2,2,0,2
Y29tbWVudDoxMDg0NzE0NDc3MDIwNDQ0XzI0NTYxODkzMzQ3MjcyODM=,quá dã man,0,0,0,0
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4Xzc5NjQ0NDIxMzA0NjMzMg==,chịu đấy,0,0,0,0
20e48feca83f,""" đi xem đấu kiếm "" . địt mẹ cứ lan rộng thì hỏng 1 thế hệ",1,1,1,1
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfODM5NjY1NTc1NDEzNzU1,<person> nam là một dân tộc việt nam là một,0,0,0,0
b4409c93e593,nên có tấm lưới bắt người vừa an toàn vừa hiệu quả,0,2,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTQ3ODI0NTI3MDEyOTIxMg==,xin lỗi gì mày đã làm sứt mẻ đến tình cảm của hai miền Nam Bắc rồi,0,2,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfODA1MDg3MDM1NzI2NTcz,làm đéo gì phải nhục vậy,1,1,1,1
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzY0NjI5NDM5NDYxODY2OQ==,cười vãi lòn,0,1,1,1
Y29tbWVudDoxMjcyNTYxNjkxNTY5MDU0XzcyODM5MTIwOTY5MzQxMA==,địt mẹ mua cốc xoài dầm 50k đúng 3-4 chị chọc,1,1,1,1
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTc0MjY0MDYzNjQ1NDg3OQ==,"xin lỗi hôm nay , ngay mai nói tiếp phải không con",0,0,0,0
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzE3NTkwMjI2MjEzOTA5NjU=,sao không ý thức vậy thía,0,0,0,0
Y29tbWVudDoxMDA4MDcwODgxMzU0OTIzXzIwNDk3NTQzODg3NzExOTE=,mở bát đầu năm,0,0,0,0
a5462e15f2a2,phim như lồn,1,1,1,1
86d27f2f8206,đưa cho nó giữ đi con ngày mai mốt nó lấy trai an ăn đồ ngu đi diễn thì làm thằng khờ thằng khùng để kiếm tiền đưa cho gái giữ,1,1,1,1
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzEwNDg3OTkxMTcxNDA5NTQ=,sao không đưa tên quán nó luôn,0,0,0,0
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzE4NjYxNTc4MTQzMjI3OTg=,<person>  lại còn 2k6,0,0,0,0
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzYxMTU4MDQ1NTExMTkyMQ==,vãi cả lồn mv nặng,1,1,2,1
Y29tbWVudDoxMDg0NzE0NDc3MDIwNDQ0XzEzODgyOTc2NDU3MDI3ODg=,tưởng bà cô hoá ra bà mẹ giết à,1,2,0,0
b4e9049623d1,tiktok kiếm chưa đủ à đồ ngu,1,1,1,1
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfNzA3NDk2NTIxODc4MTQ5,<person> chứ không phải mày ngu à con chó này,1,1,1,1
Y29tbWVudDoxODUwMjM4ODYyNDI3MDUyXzY1NzM5NjExNzI3NTMyMw==,cho bọn ăn cơm này đi đảo hoang,1,0,0,0
Y29tbWVudDoxMjQxNzA5NDYxMzMyMzkyXzE5NTE2NTAxNzIwNDI4MTY=,vô tới trong nam mà vẫn không tốt lên được à,2,2,0,2
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzE5MTkxNTMyNjg4ODMzOTc=,mời thằng tài năng x quốc kang nữa,0,0,0,0
a465a281143e,móe nhục mặt 89 quá,1,1,0,1
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzc5ODMzOTkxMjk4OTk5MA==,<person> thế thì bảo nhà nước cấm hết cả xe trên 50cc bà mới vừa lòng,0,0,0,0
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzE3NDEzNDQzMDMyMTA4MjI=,không thể xem nhẹ cái mv này,0,0,0,0
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzYxNTYyNTg2NDkzODU5Nw==,nên đổi thành body shasimi nhé,0,2,0,0
Y29tbWVudDo4NDIzNzAxODgzMDcyODRfNzIyMjEzMTc0MjUwNTgz,"<person> đó là suy nghĩ của những người thiện cẩn thôi, còn xã hội tôi gặp không ít những thằng khốn nạn đóng vai nạn nhân như vậy đâu , nó diễn cho thiên hạ xem rồi đồng cảm thôi, chỉ cần tắt máy quay hay về nhà nó hành cho chết không chết được sống cũng khổ . xã hội nhiều kẻ diễn còn hay hơn diễn viên đóng phim kìa bạn",1,0,0,0
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjI5MTAyMDUzNDY3MzcwNQ==,"bốc lich nhiều năm vào, xin lổi thừa rồi nhốc",0,0,0,0
